"","eHCC-1","eHCC-2","eHCC-3","eHCC-4","eHCC-5","eHCC-6","eHCC-7","eHCC-8","eHCC-9","eHCC-10","eHCC-11","eHCC-12","eHCC-13","eHCC-14"
"TIMELESS",8.216630909,7.836801784,7.848845116,8.109248404,8.089997259,8.277027784,8.278310996,7.974746801,7.430517776,8.470334541,7.973918087,7.257058706,8.332528871,7.690262203
"TIMM13",4.528043078,4.699163701,4.531617441,4.664262428,4.575809315,4.729413647,4.631144969,4.750361164,4.786630797,4.619517953,4.502034371,4.688099498,5.17333639,4.573515765
"TIMM17B",7.853100172,7.485372764,7.682460215,7.701824525,7.312682505,7.166343586,7.669008907,7.977481045,7.031113398,7.431893019,7.437712025,7.482078024,7.764228677,7.065195324
"TIMM50",4.527446071,4.481526736,4.600431098,4.548896838,4.566763211,4.57003693,4.463721376,4.440999775,4.450507179,4.529381502,4.569002357,4.40679815,4.507806518,4.445882342
"TIMM9",6.956817193,7.825127512,6.792703282,7.589864024,6.936610357,6.141638418,7.397248974,7.487984018,7.593529568,7.389413287,6.764664673,6.933625992,6.498788813,6.800656462
"TINAGL1",4.893081612,5.397428988,4.629089528,4.764887087,5.222119445,4.927730516,5.65699392,4.927309617,5.110588673,5.432070238,4.92783622,4.972183233,4.842159831,5.043729767
"TIPIN",11.92407519,12.69027383,12.25333319,12.15247715,12.07068235,11.733921,12.54880496,12.73832134,13.09268348,12.54206067,12.15477543,12.76630827,11.9220994,12.34165508
"TK1",7.674022991,6.984852453,6.756586672,5.699040441,6.433264638,7.894541868,9.032794783,7.385271244,6.527639671,7.669008907,7.376147497,6.448515541,7.211780521,6.382859538
"TKT",9.415245322,10.29711945,9.480166604,9.526198287,8.662290342,9.121521285,9.03216499,9.30125656,9.362243697,9.255593469,9.338556364,9.749488599,9.16826076,9.797401174
"TLCD1",7.386314999,5.777701613,6.476322686,6.665510876,5.937768933,5.590205485,6.824510149,6.984233302,6.215463258,6.847456094,5.865858259,6.005346095,6.037612302,6.557248274
"TLE1",6.815448011,8.017348443,7.998310403,8.406348496,7.764984812,8.190846302,8.578694819,8.193809466,7.724802109,8.46365285,8.071503021,8.001485841,7.667959706,8.478720065
"TLR4",5.554728349,6.387487871,5.905895057,6.105688573,5.403889158,5.461486025,5.870899111,6.101115428,5.987602722,6.213073208,5.938255124,6.604418578,5.761021022,6.139977706
"TMEM106C",9.871334055,9.167668807,9.127722591,9.663738774,9.331296102,9.351521864,10.02908094,8.977870171,9.090871539,9.056291277,9.22777925,8.755351678,9.161746781,9.804187863
"TMEM30B",8.865385,8.685883364,8.869836743,8.636962682,8.871218163,9.040939377,9.034270856,8.939925518,7.949619824,8.636483313,8.363889599,7.971143722,7.455270273,7.776810383
"TMEM45A",10.07132433,9.234852387,11.75909982,10.92779111,8.872830715,8.42049875,8.64934396,10.75865768,9.463914487,10.42028299,9.212806702,9.671254717,10.10875547,8.095530137
"TMEM53",6.458950076,6.430579789,6.825118106,6.867243745,6.708883561,7.017097941,6.776060213,7.079192879,6.152760724,6.886451777,5.87897074,6.630459034,7.166343586,6.240621987
"TMEM65",4.929063082,4.969498686,4.89796376,4.888960397,4.964403432,4.767546814,4.97677567,4.698322523,4.954207987,4.771736222,4.747058394,4.844082802,4.800194246,4.951833387
"TMEM68",4.830223443,4.975197823,4.806146011,4.891426939,5.3414796,4.70958797,5.216925792,5.035269143,4.964027675,4.96493023,5.228300778,5.002622064,5.227789489,5.065284433
"TMEM69",7.91564361,8.329099485,7.956885998,8.010605769,8.043509589,6.601858535,8.525025527,8.442833083,8.601584238,8.759169243,7.213137002,8.619002225,7.782070588,7.612314563
"TMEM9",8.423607157,8.774813708,9.592642846,8.318890675,9.452239916,9.238644586,9.52127027,8.851197706,9.328319153,8.524295216,8.890614981,9.005610871,9.008263947,9.354457083
"TMPO",6.778659056,6.878276627,7.156597797,6.845958385,6.451787506,5.796086638,7.51933897,7.318063376,6.821502804,8.062833371,6.94066718,6.374923983,6.990567786,5.994421453
"TMSB10",12.22895343,13.12750112,12.70743158,12.2510797,12.21728884,12.7762766,12.74909955,13.13246103,13.26337964,12.5274452,13.10668896,13.74239459,12.34950681,13.40596914
"TNF",4.816510553,5.276821688,5.064930167,5.170511762,4.608433058,4.920724122,4.737035151,4.802072234,4.881697776,4.897581046,5.944135598,5.325588842,4.744836139,4.905653037
"TNFAIP2",5.337407151,6.989931415,7.341892099,6.358467516,7.623070984,8.041842756,5.602247498,7.586786335,7.929498589,8.190491576,7.627876136,7.627876136,6.488190818,8.00108129
"TOMM20",9.572760221,10.5062857,9.909226538,9.982531038,9.39698075,8.173323457,9.928850001,9.826464597,10.12714789,9.870665903,9.166050642,9.541300864,9.643886434,9.23800965
"TOMM40L",8.255487062,6.562091261,7.146680448,6.827408451,6.265755894,6.43497097,7.124222172,7.271589741,7.226785228,6.167090498,6.59929159,6.82018393,6.247511303,7.258161611
"TOP1MT",8.671594225,9.070657685,8.690387781,9.289098906,9.279665168,9.063506878,8.260652125,8.448553045,8.801732738,8.557306245,9.26869909,8.952356716,9.497239616,9.558895871
"TOP2A",6.590981558,7.3324189,7.466296968,5.261236657,6.08167445,7.050089052,8.55402691,7.462313921,7.044553579,7.370103166,7.649408403,7.047227958,6.43442119,6.400252646
"TOPBP1",7.472230411,6.709204717,7.199300877,6.932991774,6.835698583,6.908905322,7.558058124,6.867243745,6.84214548,6.949368093,7.167939506,7.240342499,7.237968577,6.855982582
"TP53",4.757464622,5.184203835,4.882101391,5.235184899,4.68705417,4.854785861,4.575271735,4.562808796,5.112196811,5.601797643,4.782084558,4.916996536,5.131228937,4.798089961
"TP53BP2",8.717519806,9.090871539,8.548161585,8.475739902,8.013809043,9.288565055,8.887723147,8.697809402,8.614056248,8.651959124,8.660660871,8.098780961,8.376081547,8.765832819
"TPD52L1",9.685973836,8.775813638,8.701238457,8.721212838,8.438171988,7.897226148,8.853115955,8.663244918,7.542568098,8.810365686,8.05490037,8.29138141,9.290257025,7.522421869
"TPD52L2",9.459709424,9.51265937,9.533404967,9.494112564,9.978661238,10.11675023,9.58941914,9.49996051,9.741661123,10.03303239,9.986412767,10.5229167,9.281872194,10.21959287
"TPM3",11.85731391,11.85731391,11.98626396,11.52904045,11.39741848,11.55090289,11.87899745,11.90661545,11.99242827,11.93977022,11.86544698,11.9615907,11.36381876,11.98141798
"TPMT",10.09349208,9.812030521,9.540640342,10.26356698,10.27412986,10.37038102,9.071696281,10.01797362,9.948734669,9.790743965,9.875726857,9.921271089,10.06543971,9.978661238
"TPPP2",4.748039545,5.97991088,5.221988579,5.325588842,6.504878787,6.334677416,4.810552088,5.535391858,5.45435555,6.224782601,6.258419802,5.468032868,5.455815962,4.710093697
"TPR",8.455007541,8.785915454,9.019470205,8.725791812,8.980947425,8.982569839,8.220678203,8.527647696,8.873279895,8.656856352,8.810365686,9.004630959,8.475255403,9.204338267
"TPSAB1",4.767365315,6.088324662,5.111764058,4.874596945,6.115233653,5.869535234,5.103430926,4.775931893,7.2373121,5.482978895,5.019849393,7.317712558,5.920529254,5.89281671
"TPX2",5.796086638,5.683704434,5.440324613,5.077166798,5.37514835,5.300811368,6.301132264,5.683010919,5.126179898,6.110411824,5.082953687,5.225479735,5.221277582,4.952298711
"TRAF5",5.30938945,6.584948078,6.058267419,5.973949261,6.297393157,6.568620978,5.673218255,5.722044514,7.050089052,6.060060099,6.553513623,7.334054544,6.145353223,7.252033072
"TRAPPC2L",9.718284963,10.38085608,10.26995757,10.37224749,10.26708439,10.35151726,10.20427565,10.24306867,9.742376799,10.76260555,9.821993375,10.11126957,10.1338408,9.798825435
"TRIM10",6.571090663,6.359843028,6.473953847,6.791841378,7.227391002,6.281950479,7.553583166,6.757259304,5.517800825,7.094352307,6.799749556,6.365173435,6.721348497,5.433367537
"TRIM11",5.222345506,6.284732308,6.217492684,6.569532253,5.788894053,5.990337211,6.275802371,5.882417063,6.290935245,5.895497642,6.207036433,6.033405166,5.308660853,6.610537381
"TRIM15",8.619446829,7.653861218,8.17933374,8.550257867,7.629335213,8.973187031,7.103846715,8.557306245,7.28830085,8.220235261,8.328227293,8.085152779,8.248616796,7.557725725
"TRIM16",4.653158335,4.563512797,4.58532483,4.643481599,4.730720942,4.590011904,4.840956304,5.388805431,4.694503064,4.950784683,4.702805251,4.922110413,4.610842246,4.699927384
"TRIM22",7.580883731,8.46418325,7.770381884,7.51933897,7.937901732,6.988979357,6.858731712,7.677466934,8.480923209,8.011818883,8.753488713,8.91762192,8.045766345,8.306606429
"TRIM24",8.087654127,7.436040561,7.786609931,7.957260469,7.992856057,7.434957768,8.538184082,7.409648015,7.840313617,7.52404214,7.708204743,7.51933897,7.794849654,7.407010653
"TRIM28",7.660853899,7.889941795,8.699166839,8.29138141,7.989072857,8.428916371,8.079155621,8.092361854,7.740981622,7.997534987,7.858417784,8.136417459,7.956137418,8.011818883
"TRIM32",6.709805911,6.567126075,6.815448011,6.371795768,6.530250009,6.195914045,6.599600122,6.742778403,6.512457014,6.619672033,6.205962636,6.850518657,6.507010643,6.11440846
"TRIM71",4.862619752,5.693138015,4.832500352,4.950658423,4.59013003,4.678737122,5.240934476,4.588897768,4.729646885,5.190475216,5.011467681,5.38022579,4.67287174,4.897259381
"TRIP13",6.783781205,5.104199704,5.261367333,6.785385602,4.893409208,4.945766671,5.888316747,6.110625756,5.54453219,5.211658871,5.692013801,5.406846051,4.951306473,4.83213051
"TRMT1",7.887353967,7.517917089,7.707496903,8.061582156,7.688052769,8.434644276,7.635894396,7.951821836,7.752918477,7.933326561,7.763197862,8.45323338,7.956545919,8.189281391
"TRMT112",11.67278258,11.32608155,10.85809141,10.86456015,10.52084472,9.785296339,11.53977989,11.24835858,11.03148316,11.29440247,11.04445425,11.03845404,11.26603144,10.38987329
"TRMT12",6.992095522,7.482078024,7.35025321,7.634423352,7.137253162,6.667325774,7.891393318,6.458950076,7.209051022,6.823319832,7.509297871,6.640031124,7.413828822,6.977675848
"TRMT6",4.571503437,4.533690815,4.535544395,4.847576627,5.002359661,4.513431155,4.858572023,4.617079979,4.570476473,4.534475967,4.799498535,4.613706044,4.596741015,4.558579329
"TRMT61B",6.732018712,6.271858068,6.536289754,6.581077262,6.785715671,5.915468859,6.854696092,6.661591129,6.402297777,6.337224479,6.209743889,6.473706147,6.882771673,6.361216662
"TRNP1",7.054336912,7.344814563,7.709563191,7.659531789,5.302451306,6.404354167,6.010860808,7.046949073,7.439126885,7.065522551,4.784118124,7.415214579,4.880439604,6.904581821
"TROAP",4.923382714,5.512018935,5.301846483,4.539154181,4.990112485,5.647116053,5.917900332,4.890304947,4.898203666,5.511847058,4.997164567,5.048845883,4.795180324,5.067418619
"TRPM8",7.117461596,7.845805352,6.824820359,6.981541518,7.793615423,7.810108675,7.724802109,5.630403814,6.496237469,7.552797555,8.278310996,5.561918295,8.880925642,6.951154744
"TRPV4",4.673040901,5.486874128,5.52729538,5.897527187,6.025412372,5.429636529,5.095571232,5.3885957,6.045920554,5.706768697,5.37771196,6.066199717,5.527687051,5.857351758
"TRRAP",9.398137291,8.580667692,9.070657685,8.905898278,9.369457945,9.093471978,9.434467019,8.912609099,9.044575204,8.69356364,9.090871539,10.09277391,9.41656346,9.200042945
"TSC1",7.689590738,7.343487468,8.266915905,7.770046461,8.054477443,7.947747472,7.542568098,7.91489241,7.563489074,7.630750089,8.35127388,7.804925435,7.424816015,7.990651845
"TSC2",6.84862896,7.770760473,7.50103671,7.660180177,7.909676157,7.98281335,7.456638053,6.8277565,7.258161611,7.465582124,7.45908047,7.158818143,7.204237161,7.748639114
"TSEN2",6.754267723,6.924782987,7.030802942,7.297285552,7.279552895,7.430096726,7.215039396,6.711326988,7.042637232,7.313448081,7.286075668,7.210732512,7.515767068,7.221331784
"TSG101",10.20593156,10.45732096,10.19072082,10.48912794,10.09349208,9.796723562,10.10963083,10.25676206,10.51876191,10.23764088,10.29806003,10.63182321,10.41755186,10.12808599
"TSNAX",7.816580819,8.20023807,8.330388223,8.354576572,7.603631002,6.329329245,8.390724813,8.172500634,8.099971169,8.700183961,7.463017587,7.935188898,7.739642147,7.429001526
"TSPAN1",5.220907679,5.135430091,5.324491931,5.529516886,6.008559872,5.912720016,5.29547736,5.455996201,5.131228937,5.235482567,5.557654344,5.266765426,5.466228295,5.560039383
"TSPAN7",7.822750454,8.250567162,7.303127319,8.281529777,8.754272209,8.286193656,7.230876825,7.880232616,7.443279291,8.273066673,8.51863913,7.649073327,8.55449422,7.537559594
"TSPYL1",9.433897623,9.174553818,9.49996051,9.234303603,9.420255168,8.585583435,9.315436818,9.151896825,9.075727341,9.194047074,9.156279417,9.002488599,9.912887824,7.973520707
"TTC21A",4.902980852,4.95188836,5.293997146,5.275874197,5.358847635,5.831072582,4.720310461,4.852582973,5.240542773,5.306680777,5.316934562,5.351848113,5.350757878,6.107589385
"TTC27",7.378211168,7.510727857,7.180826802,7.770760473,7.330704693,7.287387567,7.258795968,7.662027384,7.646066092,7.483154755,7.405762643,7.425862523,6.979681042,7.387736872
"TTF2",7.197919128,6.529692322,6.979329698,6.291432709,6.688107597,6.522585822,7.02624012,6.689957127,6.918820738,6.677655098,6.973276154,6.869409274,6.886131032,6.609918611
"TTK",6.312743988,5.648026112,6.0949066,4.853121886,4.481349007,5.415668911,6.14420378,5.626166768,5.598011817,5.003438265,5.76897188,5.803192251,4.851579609,5.280777112
"TTL",8.505463872,7.696267425,8.1916613,7.951483101,7.971143722,8.229822263,8.012225794,8.56709088,8.100714389,8.121969519,8.246035176,8.095117011,7.438069057,8.380872186
"TTPAL",8.990781685,8.515168694,8.825390755,9.077324274,9.776112642,9.326106723,10.27250198,9.138357081,7.850751046,9.091388843,9.113962906,8.525025527,9.041493662,9.049847328
"TUBA1B",12.94705689,13.01089375,13.47894268,13.06363472,12.4115221,13.07566606,13.86142442,13.42060334,13.00195684,13.43111535,13.01089375,13.818766,12.39995413,13.02315977
"TUBG1",9.348094595,8.760213716,8.982569839,9.450602405,8.836893977,9.122091306,9.884666776,9.530335195,8.342357531,8.895604595,8.55449422,9.111214467,9.050858436,8.729049083
"TUFT1",7.212424917,6.935626934,7.014546092,7.021078106,6.653745714,6.048481319,6.92539811,7.03010155,5.859798234,5.029235435,6.18461793,6.332657571,7.082097955,6.593115331
"TXLNG",5.195802326,6.304101112,5.789330106,6.306710678,5.852708721,5.392395278,5.952644488,6.061937194,5.63195298,6.437660156,6.006969701,5.749834413,5.797286745,6.001447682
"TXNL4A",5.175918474,5.221988579,5.369963612,5.22353049,4.882722124,5.196040261,5.313695371,5.381037402,5.100188442,4.92244131,5.512575076,5.229755867,5.497989636,5.110968946
"TXNRD1",9.766645099,8.830715912,9.7240942,10.50304035,8.931550003,8.841924989,8.740493669,9.869263508,9.446743031,9.840751737,9.247106713,9.798058927,8.998840426,10.02028431
"TXNRD2",8.46365285,8.690387781,8.532984581,9.207643955,8.304584761,8.775325482,7.840995676,8.353738894,8.587690628,8.727695031,8.853539824,8.389082185,8.895028466,8.532209067
"TYMS",7.996382718,8.011055536,7.347794416,5.995629203,6.640031124,7.595902954,8.88246638,8.197549124,7.546546302,8.450579429,7.52274867,7.469054577,7.128945583,6.667325774
"U2SURP",7.745367498,8.1756925,7.88266999,7.978199689,8.057526556,8.27866989,7.979433144,7.992468327,8.083966456,8.086776553,8.093103877,7.818097702,7.724802109,7.816201745
"UBA2",4.956807709,4.847893861,4.758824729,5.180232523,4.586351061,4.596802151,5.223796415,4.648405918,4.815465483,4.630567097,4.633194856,5.196550317,5.010290666,4.864020774
"UBAP2",4.925546935,5.967522139,5.97084437,5.530105187,5.884125739,5.724197246,5.310268613,5.924376843,6.099095742,5.987852569,5.58937326,6.070158335,6.135637744,5.983759325
"UBAP2L",7.859548336,8.525025527,8.154486981,7.974327165,8.011818883,8.418693476,7.745367498,8.050923479,8.012225794,8.056302152,7.866131768,8.967982302,8.116040302,8.302904925
"UBE2A",9.081099273,8.947217625,8.929030905,9.078379568,8.389518539,8.271821098,9.081099273,9.232258941,8.866868681,9.212806702,8.722133795,9.028611405,8.566185998,8.444491603
"UBE2C",6.673365142,7.714946424,8.047469984,5.540766948,6.183237646,7.296287508,8.473513759,8.095967835,7.025245571,7.598586346,7.746794058,7.619859513,6.209454989,7.011689342
"UBE2D2",7.169973107,6.619930566,6.55768865,6.768780147,6.616413184,6.658940755,7.000563669,6.650438045,6.497617023,6.404354167,6.679840912,6.40531839,6.845629155,6.814001817
"UBE2D4",8.81182422,7.763197862,8.107982548,7.873145569,8.532607713,8.329946661,8.273455315,8.509437012,7.856270839,7.918191427,7.846603975,7.778645176,8.159681667,8.540969252
"UBE2I",9.699024847,9.602747334,9.443574939,9.645803413,9.100458892,9.472810957,9.536546728,9.675971041,9.938661068,9.783204241,9.675358489,9.954623607,9.20548056,9.730279925
"UBE2J2",6.384014041,6.152760724,5.942163001,6.232382959,5.932210795,5.914982187,5.689284155,6.186487638,6.220605975,6.119447946,5.803723174,6.209189665,5.977096755,5.903641143
"UBE2K",8.532209067,8.684931361,8.704485573,8.482235447,8.38654776,7.387736872,8.773879033,8.038979944,8.370395696,8.224729783,8.003558799,8.137271999,8.682091339,7.833749184
"UBE2N",9.089380886,8.709617715,9.046199664,9.110694682,8.911067036,9.126499385,9.857186517,9.284584407,8.934080672,9.525560722,8.904925231,8.988723957,8.99836834,8.659705058
"UBE2Q1",7.33785418,7.045301878,7.881343477,7.995572581,8.19249125,7.822750454,7.922708294,7.622427213,7.91489241,7.510015343,7.981993251,7.753300879,7.744966106,7.813565957
"UBE2S",7.70252652,7.72956487,8.359161067,7.769299899,7.272352727,8.328227293,8.642907529,8.077130309,7.401264647,8.052146542,7.572434035,7.607918593,7.545474589,7.725518677
"UBE2T",6.414709815,6.161262102,6.406157259,4.975136739,6.099896588,5.832893245,7.408798314,6.284732308,6.062460337,6.475125836,6.011383299,6.069353981,5.63195298,5.780867485
"UBE2Z",8.550705002,7.755768446,7.702911846,7.774378078,7.625480305,7.684805539,7.222388669,7.975867556,7.669847501,8.201899365,7.694575229,7.748639114,7.510397412,7.57767724
"UBE3B",6.123365806,5.659750373,6.318738233,5.837229588,5.977096755,6.17938857,5.81849635,6.214179867,5.988109966,6.173230203,5.687539257,5.802245776,6.424621239,5.487268109
"UBQLN4",9.118756824,8.968467551,9.261061557,9.345622834,9.503115305,9.649032736,8.77620919,9.217701103,9.117169358,9.259374001,9.433360399,9.317708166,9.299616169,9.911412062
"UBR5",6.994132623,7.280934379,7.077564342,7.890288217,7.080508186,7.241606571,7.226785228,6.704251112,7.229292973,6.743376675,7.493722493,7.191859606,7.405331921,7.529315265
"UBTF",6.442871276,6.389131854,5.955933546,6.253348247,6.985736407,6.752808006,6.224237946,6.176084512,6.678884271,5.9284029,6.656875228,6.436417744,6.199266115,6.632182745
"UBXN1",9.715597252,10.18723796,9.545583506,9.832915513,10.24833436,10.08026139,10.22144719,9.842932921,10.30405741,10.14292744,9.785955548,10.2838953,9.892745091,10.34803781
"UBXN8",7.05873485,6.208184217,6.488190818,7.053261979,5.983249168,5.161936924,5.72329059,6.978704416,5.975504432,6.60328386,6.529949736,5.962130906,6.87794603,5.048536201
