"","LDN-1","LDN-2","LDN-3","LDN-4","LDN-5","LDN-6","LDN-7","LDN-8","LDN-9","LDN-10","LDN-11"
"TIMM13",4.406432921,4.82361818,4.621322641,4.831992449,4.590174346,4.480737881,4.625644797,4.635985377,4.578506273,4.563804611,4.71202608
"TIMM17B",7.313448081,7.436683622,7.746059841,7.438069057,7.341196651,7.535774015,7.354340022,7.617716143,7.461988892,7.51933897,7.601123389
"TIMM50",4.507645715,4.527446071,4.578017724,4.619797443,4.56479334,4.456936444,4.51763495,4.386610891,4.450197288,4.478902839,4.472497375
"TIMM9",7.215725161,7.215039396,7.919726537,7.29664936,7.694235623,7.490966165,7.289345132,6.968284219,7.048510531,7.425862523,7.345527306
"TINAGL1",4.890842291,4.912277127,5.362383783,5.20338884,4.987641458,5.119425698,5.17004616,5.349341206,5.055530975,5.624596892,4.880126117
"TIPIN",12.17047897,12.53930235,12.10484123,12.24545397,12.4214782,12.45282943,11.80965952,12.33878806,12.44093209,12.24835189,12.51226009
"TK1",6.294287668,6.514492629,6.644540522,5.963869229,5.985316839,5.787953069,5.516671222,6.565096034,6.10487372,7.226405746,5.790495942
"TKT",8.729049083,9.079431033,9.250881477,8.685883364,9.015930885,8.951854737,8.661920134,8.711049643,9.122091306,9.050858436,9.813998854
"TLCD1",6.275219514,6.206553003,6.2100334,6.342473077,6.296241039,5.628454947,5.850752972,5.844923872,5.752480432,6.272982327,6.809466752
"TLE1",7.142218472,7.758999922,7.654258596,7.838281535,7.82959125,7.727590035,7.746794058,7.948554727,7.834935387,7.331729906,7.256096372
"TLR4",6.03604763,6.352802311,6.608702369,6.10649307,6.259592233,5.958719778,6.577238822,6.058477747,6.191699461,6.237733161,6.098876234
"TMEM106C",9.231232857,9.096211535,9.136676309,8.902797675,9.065037037,8.717024316,9.455394797,8.922310548,8.602429383,9.320832484,8.348843273
"TMEM30B",8.853115955,8.399179204,8.61281654,8.441104892,8.891572951,8.118788277,8.511713724,8.828269865,8.474803197,8.04535773,8.177343193
"TMEM45A",11.57335318,10.96602895,11.20416843,11.24677998,10.71093997,11.3883764,10.90676835,11.41949993,10.92356781,11.33883852,12.03507253
"TMEM53",7.35682811,7.492376561,6.836478594,7.23698217,6.916646017,7.111320633,6.712445605,7.779410275,6.796336007,7.718876365,7.011387845
"TMEM65",4.670660975,4.63797897,4.510912559,4.669653665,4.707624494,4.920825032,4.893929556,4.751603539,4.665243731,4.918196201,4.865588943
"TMEM68",5.322395829,4.847496852,4.931618926,4.732634081,4.808847384,5.055708219,4.895235842,5.076632865,4.695174948,5.042241013,4.752608295
"TMEM69",7.209408195,7.484997945,7.618858082,8.376964266,7.932208823,7.638189809,7.36178891,8.166144504,8.125011135,7.942758241,8.460755085
"TMEM9",8.798335684,8.819663178,8.054073857,8.40341475,8.661920134,7.860756029,8.729467157,8.5860001,8.417727707,8.63508287,9.20216349
"TMPO",6.297107164,6.842418749,6.491122917,6.287251973,5.957976607,6.451787506,5.302014657,6.678256786,6.560706265,6.671799141,6.063762347
"TMSB10",13.02315977,13.00657426,12.96726672,12.45282943,12.74487239,12.53645923,12.74909955,12.33624471,12.40903926,12.22670441,12.65693111
"TNF",5.226511723,4.84548372,4.855715526,4.867468879,4.807135642,5.727875133,4.639604801,4.847928538,4.893839952,4.773122026,4.895940076
"TNFAIP2",7.379914395,6.697168465,7.082430772,6.922770932,6.972031654,6.844656885,7.319140496,7.247654551,7.213137002,7.133334445,8.268220156
"TOMM20",9.487937111,9.830792596,10.17226721,9.791397157,9.806483202,9.8335792,9.410598386,9.956192462,10.01272095,9.9495751,9.463914487
"TOMM40L",6.808877533,7.042637232,6.439898153,6.250739852,6.40504515,6.673365142,6.223076297,6.871557212,6.484657194,6.750640391,6.43497097
"TOP1MT",8.730917039,8.298086498,8.607489086,8.529033529,8.575132669,8.139292585,8.934080672,8.507252133,8.54518851,8.638815216,8.299068
"TOP2A",6.381971965,5.954617186,5.590205485,4.59947961,5.038315848,4.65300657,4.662352848,5.28176699,4.892542666,5.756142766,5.220777213
"TOPBP1",6.944286089,6.740591014,7.14927884,7.1446468,7.279552895,7.180128661,7.207653678,7.320531832,7.084315916,7.251336303,7.152679874
"TP53",4.695354651,5.134045669,5.000958248,4.893128258,4.608843243,4.732817906,4.644429084,5.121908319,4.947353075,4.819757356,5.033474727
"TP53BP2",8.132785427,7.927233439,8.312175663,7.896792774,8.754830344,8.636483313,8.023401268,9.377446568,8.494430086,7.837537173,8.935406641
"TPD52L1",8.850693628,9.352681618,9.366621174,9.371707673,8.980947425,9.307250079,8.618507841,9.463381212,9.386853038,9.614612929,9.22777925
"TPD52L2",9.589982123,9.258273801,9.788796659,9.483369851,9.676696569,9.269879832,9.951134804,9.155178454,9.483369851,9.91061648,9.651106922
"TPM3",11.76971675,11.63105609,11.59041404,11.40272892,11.62873611,11.85501105,11.5805276,11.58252047,11.63105609,11.80746945,11.57335318
"TPMT",9.768001031,9.861628059,10.03225135,10.1470745,10.22790057,9.680688236,10.42028299,9.731737609,9.945158243,10.19167259,10.06464548
"TPPP2",5.331796412,4.886386861,5.959279336,6.611185226,6.119129634,5.451014797,6.297393157,5.701937513,5.505485795,4.817232958,4.780077408
"TPR",8.373783893,8.083607764,8.330789984,8.515168694,8.452312724,8.296025799,8.417291449,8.487007911,8.287945242,8.190846302,8.5396603
"TPSAB1",4.986298018,6.939679943,5.82199573,5.859082253,7.742837586,6.80821145,5.799427915,4.712570686,5.678419456,5.457876483,4.4980177
"TPX2",5.327931706,5.412501981,5.16476536,5.041048998,4.955514304,4.804005619,5.245763347,5.972101296,5.189477101,5.608370253,5.308542813
"TRAF5",6.309686254,6.423180358,6.423768355,5.365515255,5.800944905,6.431082357,6.05489343,5.672984013,6.239485041,5.533460187,5.537589066
"TRAPPC2L",10.534434,10.41056499,10.67169621,10.31865134,10.41056499,9.608440992,10.48810068,9.747247336,10.30068149,10.11439585,10.06895432
"TRIM10",6.071480719,6.323233451,5.569718555,6.428842833,5.969867445,6.850187486,6.647406498,6.105401118,6.214179867,6.597401355,6.328771869
"TRIM11",5.672111396,5.330570376,5.694336523,5.627997617,5.750733164,4.869794765,5.73737405,5.348534622,5.83246817,5.291397403,6.139415845
"TRIM15",8.952356716,8.320295935,6.958152585,7.565935191,8.14322887,10.6894597,8.765310767,8.433732642,8.675438261,8.499022913,8.630135629
"TRIM16",4.817693903,4.71462985,4.693673889,4.611176364,4.824795445,4.623751542,4.945052516,4.583091723,4.670262771,4.705492147,4.708153547
"TRIM22",7.30743321,8.600737207,8.207627415,8.07991199,8.062388382,8.444955235,8.469125033,9.252114315,8.922878323,7.757548381,8.458192448
"TRIM24",7.238616246,7.414504556,7.204237161,7.234368199,7.420201343,7.082430772,7.372075133,7.447472744,7.317420478,7.344479356,7.224386003
"TRIM28",7.813185181,7.363874046,7.597523328,7.651247051,7.35907739,7.667606082,7.539248432,7.64463915,7.779037146,7.490966165,7.800472728
"TRIM32",6.539363651,6.805573642,6.198993287,6.204821715,6.178287913,6.145848572,6.453879493,6.269112821,6.616944048,6.586651216,6.513907895
"TRIM71",4.719895587,4.725695833,4.737710315,4.666785395,4.922586753,4.669462295,4.643086218,4.678874543,4.651806787,4.552615802,4.719039434
"TRIP13",4.874813389,5.19032897,4.559876213,4.514175711,4.59691111,4.454725872,4.416099864,4.782110817,4.592497187,4.698661283,4.556836158
"TRMT1",7.857341833,7.64428836,7.855453539,7.765340245,7.803795324,7.500032594,7.932208823,7.162379831,7.516845279,7.669399127,7.864687448
"TRMT112",10.9367143,11.34026353,11.35869823,11.18512385,11.07579462,11.04582698,10.85809141,11.12655465,11.16060921,11.36030406,11.02579147
"TRMT12",7.377177017,6.882771673,6.578641624,6.49173685,6.510626127,7.273659213,7.065873645,6.772019817,6.728654179,7.268676299,7.027957492
"TRMT6",4.467615115,4.480250121,4.606429849,4.551136966,4.518423316,4.853353003,4.599068316,4.602601128,4.56403324,4.670766097,4.852426469
"TRMT61B",6.986055092,6.567423138,6.856886749,6.785047882,6.368758888,7.124222172,6.781909737,6.835908645,6.60381794,6.889946172,7.004133849
"TRNP1",8.147003348,8.611415894,7.841992438,6.493458315,7.825502647,8.114025895,6.987671623,6.492618929,6.560119777,7.487647259,8.458590754
"TROAP",4.565872981,4.602450327,4.569140977,4.491380428,4.712694801,4.669876378,4.491149051,4.585694432,4.917473723,4.688795918,4.741855043
"TRPM8",6.655555331,8.268554559,7.242873771,7.487005435,7.603282167,7.378919262,7.871526549,7.855096875,8.057526556,8.596912654,6.461592565
"TRPV4",5.877698392,6.241723053,6.396174625,5.691143701,5.608717037,5.650622894,6.146866129,6.112440897,6.403771753,6.20568451,6.769108665
"TRRAP",8.925432751,8.681039979,8.732427745,8.992390068,8.745040372,8.789741288,8.945601975,8.795949219,8.947766955,8.680109828,8.703088147
"TSC1",8.089591677,7.597523328,8.094366976,8.099136666,7.884198159,7.530298782,7.627876136,7.713534462,7.505097775,7.430096726,7.461658211
"TSC2",6.886131032,6.749169849,6.896671602,7.223378299,6.938433072,6.253062835,7.269807652,6.637239229,7.038283553,6.68592452,6.919134288
"TSEN2",6.997318829,6.906698085,7.427896528,6.915341159,7.200579829,7.193515118,7.004133849,7.103846715,7.051009167,7.150641716,6.616085818
"TSG101",9.792753087,10.10316422,10.26258075,10.31323864,10.19512483,10.37135511,10.14611299,10.48422095,10.09590341,10.01335587,10.41841548
"TSNAX",7.206413322,7.570866081,7.93591992,7.855453539,7.663124823,8.262344834,7.324536799,8.281529777,7.952230184,7.664984529,8.047469984
"TSPAN1",5.53622877,5.603904801,5.476258018,5.46036354,5.68232364,5.924917125,5.330875682,6.02265837,5.512188897,6.139125251,5.614765665
"TSPAN7",6.675123736,7.795550273,8.51995476,8.600737207,8.268956428,7.970801734,9.467132238,8.490085307,8.281529777,8.21822326,6.781909737
"TSPYL1",9.593772173,9.817551099,9.704535782,9.373595719,9.524865529,9.594338378,9.736774976,9.565539369,9.576013053,9.333189088,9.369457945
"TTC21A",5.750353181,5.033556932,5.04876599,5.12890533,5.440796783,5.600368561,4.973605713,5.446130427,5.048536201,5.011896396,5.191464227
"TTC27",7.587173607,7.497502896,7.910901151,7.781640129,7.47903715,7.57283848,7.513209484,7.428670231,7.138007754,7.35682811,7.836365875
"TTF2",6.330746743,6.787494046,6.738581915,6.580468539,6.279044767,6.760352546,6.512457014,6.473106427,6.218878898,6.948391161,6.720430169
"TTK",5.722883819,5.091218154,4.874006298,4.657994526,4.642464829,4.636935877,4.574224747,4.530048453,4.697421704,4.913764488,4.794680018
"TTL",7.86873004,7.431179174,8.051279379,7.37416925,8.106304113,7.940280139,7.925390393,7.930691468,7.856270839,8.688866631,7.626816363
"TTPAL",8.837838996,8.327406034,8.767782295,9.022280973,8.828269865,7.868387746,9.041916061,8.930523286,9.319509258,9.210924301,8.489186848
"TUBA1B",13.35896968,12.90898364,12.69356379,12.12605687,12.6835435,13.14533742,12.71726072,12.59318885,12.59318885,12.88625052,12.63221037
"TUBG1",8.735861031,9.273506898,8.87841683,8.353310003,8.73853759,8.811367895,8.461661117,8.764441045,8.899499927,9.421403914,9.203820432
"TUFT1",7.002834538,6.544132582,6.117175752,7.019736587,6.015028344,6.545577961,7.851892794,6.847456094,6.171047746,6.589785466,6.590348954
"TXLNG",5.11357698,6.064050838,5.651092386,5.872479031,5.762276735,5.914667739,5.848837762,6.527639671,6.297393157,5.959824282,6.414442252
"TXNL4A",5.174746473,5.144676043,5.349063987,5.171305064,5.403347746,5.343579769,5.164120287,5.303327158,5.344031473,5.132149437,5.625959483
"TXNRD1",9.247595206,9.105340343,8.955010197,8.814936658,8.874879199,8.845344758,8.611415894,9.009299498,8.404172056,8.98049777,9.547498101
"TXNRD2",8.848686266,9.249198757,8.933591819,9.107520103,9.387491845,9.117169358,9.110181227,8.508066353,9.013900629,9.291764092,8.580667692
"TYMS",6.715826631,8.160369104,7.455971792,6.523177442,7.586061112,7.390096771,7.217502045,7.681410995,7.647580887,8.446249306,7.252404188
"U2SURP",7.111320633,7.74834726,7.743609904,8.019573122,7.830796688,7.856270839,8.021487038,8.055303099,7.917504231,7.664619175,7.626483944
"UBA2",4.847615832,4.913712514,4.743870973,5.08237746,4.6766138,5.453226175,5.300952261,5.038481019,4.884148514,5.049304804,4.720521085
"UBAP2",6.256681549,5.724884423,6.068662389,5.539155966,5.696532874,6.017755367,5.351073594,5.857099695,5.349807683,5.394206812,5.886663945
"UBAP2L",7.414818986,7.452502327,7.513875209,7.532726786,7.622427213,7.168925362,7.634032721,6.856886749,7.790689709,7.690998779,7.941660514
"UBE2A",8.66466475,9.271688146,8.831647092,8.54518851,8.737672096,9.149337861,8.276173503,9.788038441,8.897034341,9.046199664,8.944057156
"UBE2C",6.877296084,5.935533066,6.428842833,5.093769203,5.309960375,5.179674542,5.765553693,5.331796412,5.063960064,6.021452722,5.370103651
"UBE2D2",7.263849404,7.024889188,7.199300877,6.765335239,6.724095436,7.003817925,6.795150363,6.764306432,6.775113149,6.891776485,6.766896516
"UBE2D4",8.060771528,8.004255192,8.173323457,8.188830028,8.397939194,8.11047029,8.180116427,8.238328186,8.035876632,8.337581057,8.396322154
"UBE2I",9.659212151,9.59628788,9.702570318,9.285194571,9.571491758,9.697756344,9.43981511,9.302383885,9.536546728,9.705252578,9.359602645
"UBE2J2",6.634540841,6.155597381,5.83366539,5.955707003,6.086727541,6.061369553,6.201436577,5.925925283,6.139977706,6.496237469,6.270220304
"UBE2K",8.281529777,8.305775969,8.31764374,8.2120732,8.27963184,8.219418992,7.964206911,8.400538415,8.050169878,8.061582156,8.277506065
"UBE2N",9.235362993,9.385150471,8.641108792,8.680109828,8.944057156,9.655808681,8.873760157,9.142201052,8.863313317,9.230626676,9.044142219
"UBE2Q1",7.437000052,7.747175479,7.489637587,6.970777482,7.624768742,7.657333108,7.229292973,7.49064633,7.572434035,7.712085007,7.70710692
"UBE2S",7.783179139,7.629009815,7.383880256,6.955008596,7.052593746,7.219602052,7.22864495,7.124485886,6.793314558,7.065195324,7.171323568
"UBE2T",5.618662857,5.951909698,5.541358523,4.968254448,4.97677567,5.497174887,4.729585757,5.608182646,5.047229196,6.103948463,4.948669427
"UBE2Z",7.688052769,7.656963915,7.929906485,7.429001526,7.661242759,7.888909427,7.109940244,7.705065365,7.76795505,7.608263451,7.536544032
"UBE3B",5.675175393,5.187409586,5.821535542,5.637286795,5.562530676,5.153192684,4.926240797,6.175213562,5.44280191,5.982749212,5.810224382
"UBQLN4",9.02810531,8.829347003,8.823516979,8.647866363,8.805087636,8.572002008,9.29459283,8.320295935,8.622539859,9.055275759,9.092905994
"UBR5",6.978340341,6.638563887,6.61265524,6.822772657,6.893331497,6.687538409,6.796336007,6.805290664,6.641053219,6.691785589,7.099906734
"UBTF",6.33525673,6.183496259,6.54827124,6.4869917,5.794870625,5.97109414,6.458652089,6.221125521,6.01472171,6.302180216,5.81268316
"UBXN1",9.832164685,10.09509844,10.07368088,9.804187863,9.860882991,9.675358489,9.865179893,9.492974664,9.874370193,9.663738774,9.705252578
"UBXN8",6.24446556,7.222388669,7.159514794,7.196211963,6.897943276,7.445032534,6.735431633,7.31877038,6.836181927,7.372075133,6.94291473
"UCHL1",5.087079051,5.910888562,4.570665261,4.510360945,4.716272824,4.429394361,4.871137491,4.543912507,4.573706418,4.682280748,5.463279016
"UCK2",7.099266843,7.26455203,7.247654551,7.26104447,7.093339307,7.70710692,7.050089052,7.239982065,6.887721743,7.437000052,7.280934379
"UCKL1",9.293492507,8.811367895,9.324357492,8.994470545,9.622473154,9.159415671,9.106473093,8.947766955,9.265332941,8.703997795,9.091855489
"UGDH",9.615980262,9.642707798,9.429641915,10.25326393,9.082737769,9.763295207,9.70827009,9.516869736,8.822068954,9.630633893,10.01503095
"UGGT1",8.38394541,8.024673131,7.823874466,7.896018658,8.46590915,8.031540822,8.505859414,8.678185531,8.294721925,8.427543572,8.416850076
"UGP2",12.02806884,12.56429194,12.1998039,12.3603099,12.39995413,12.36313095,12.10989396,13.14985811,12.66068263,12.50293865,12.14305204
"UGT2B15",10.35351551,11.83139903,11.6706654,11.42601317,11.64914198,11.80553648,10.54303899,12.13808008,12.53645923,11.71585916,10.7575491
"UHRF1",5.5156581,5.491674524,5.947414885,4.987116849,5.125879743,5.675175393,4.990972643,6.121051895,5.426926907,6.82546064,5.609300858
"UHRF2",5.897308277,6.106190111,5.779488462,5.896230614,5.785707428,6.195062361,5.744689095,6.221999952,6.194517812,5.898710223,6.162874454
"UNG",8.044571747,7.857000272,8.145353519,7.866962303,7.948554727,7.593864515,8.292270749,7.570434589,8.342839691,8.750009473,8.037755909
"UNKL",6.184058442,5.271398007,5.093130875,5.713740713,5.30784283,4.661480863,4.881697776,5.018210016,5.326180325,5.397755043,5.79749091
"UPF2",9.435086647,9.478371495,9.247595206,8.971602176,9.206626337,9.072675174,9.232258941,8.986220432,9.349740255,9.30783978,9.590605211
"UPF3B",7.626816363,7.684460034,7.266427947,7.598586346,7.513550222,7.833749184,7.509297871,8.378330784,7.333065166,7.559168959,7.884648022
"URI1",10.27329989,10.25844835,10.12892335,10.22399361,10.397322,9.990801498,10.12145787,10.06140059,9.827124477,9.987148495,9.909939324
"UROC1",5.849087968,4.957801359,5.274640082,5.983249168,6.328277982,4.99583573,6.637588417,5.252707182,5.615788026,5.72397467,5.441150198
"USH1G",4.889057965,5.377039275,5.435210062,5.125130555,5.46982675,5.45911417,5.29547736,4.820763637,5.02285667,5.177962698,5.218719696
"USP1",7.211780521,6.836478594,7.365668123,6.86598872,7.294816901,7.088289705,6.717623862,6.982984912,6.773259018,6.463112556,6.421414092
"USP14",7.80974325,7.591229091,7.736182037,7.433646115,7.861169994,7.242873771,7.918975776,7.775609722,7.976581671,7.892447611,7.951821836
"USP21",6.445418519,5.875290467,6.285595936,6.218878898,6.005083445,6.097013417,6.334090718,6.043633764,6.245254545,6.154375435,6.203161044
"USP22",6.43355942,5.864028486,5.802743237,5.884907804,5.381536947,6.427227895,6.012875226,6.584010163,7.001482397,6.795773296,6.592473124
"USP31",4.524858311,4.708581771,4.556354092,4.663379318,4.465905074,4.582482615,4.800163228,4.595071311,4.757779275,4.608632676,4.844335496
"USP39",8.233735855,8.154151193,8.199054311,8.246896031,8.522083899,8.172074576,8.340614057,8.062833371,8.343766405,8.290415469,7.921575097
"USP43",4.493356646,4.660656449,4.465490017,4.512159597,4.911391742,4.555467212,4.788308429,4.661138936,4.572900459,4.708754402,4.700819697
"UTP14A",8.152868326,8.14737731,8.081153944,7.665754971,8.171654401,8.381290223,7.848162969,8.735861031,8.131242445,8.192093894,8.152868326
"UTP18",6.217492684,6.773259018,6.43442119,6.358467516,6.580777537,6.703603235,5.999598626,6.971444989,6.642025851,6.749774019,7.011079295
"UTP23",6.876424651,6.715826631,6.589785466,6.691518841,7.121881864,7.51933897,6.734847402,6.844256302,7.047546218,7.323214794,7.263164326
"UTRN",5.061500927,5.663945946,5.249652793,6.399409624,6.063264092,6.532921555,5.568469294,6.250137736,5.891836692,5.858559514,6.075275649
"UXS1",4.83633983,5.112677189,5.1532829,4.968675449,4.461249695,4.490811213,5.226994978,4.649310188,4.774198349,4.679357759,4.75552874
"VAMP4",6.176867328,6.146866129,6.160376277,6.382299125,6.490570165,6.339706578,6.395036414,6.40918015,6.228260637,6.69459403,6.470721676
