"","C-1","C-2","C-3","C-4","C-5","C-6","C-7","C-8","C-9","C-10","C-11","C-12","C-13"
"SPATS2",5.581169789,5.444506163,5.308420068,6.195639954,5.453226175,5.451014797,5.024206355,5.171183352,4.728620909,5.531908584,5.01108898,5.820313458,5.009544163
"SPC24",5.863503484,5.913925335,5.275443333,5.623570698,5.914982187,5.752907762,5.860767982,6.33525673,5.421136734,6.21533267,5.891836692,6.767562751,6.07471221
"SPC25",4.674795073,4.695384681,4.615921617,4.691772656,4.889605192,5.103430926,4.631401531,4.736521282,4.689031755,4.859204004,4.739430173,5.031534125,4.737571565
"SPINT2",8.014518956,7.650853065,7.563489074,10.44858643,8.662290342,7.881976135,8.309662235,8.185374666,8.055971946,8.346712765,7.703259821,8.154856843,7.445361977
"SPNS1",8.049388661,8.418693476,8.044571747,8.047871929,8.14613237,8.335792607,8.168509871,8.236610796,8.581063502,8.193809466,8.274325443,8.758739842,8.299454989
"SPON2",5.841121207,6.087499769,5.269565445,6.743964236,6.283883654,6.667639647,5.278176499,5.73583776,5.490745748,6.877631516,4.996718139,5.605768681,5.458948149
"SPP2",12.23119678,12.08035946,11.99675923,10.72491558,11.54562939,11.9220994,11.75123487,11.7118316,11.52195652,11.79745741,12.01759687,10.98779279,11.79104214
"SPRR1A",4.500927511,4.472457998,4.551621073,4.598825797,4.520207898,4.501772553,4.450614075,4.362847008,4.396437247,4.395963204,4.607347885,4.452843694,4.49318046
"SPRY2",8.511343138,8.391531843,8.341021208,9.662324065,8.178892274,8.346320194,8.048229791,8.772934339,8.087654127,9.02810531,8.366003123,8.239130141,8.491806919
"SPRYD4",9.855107554,9.698366057,9.947946752,8.187197634,9.65733731,9.553098611,9.260496649,9.095699024,9.465880471,9.162253686,9.907671691,9.13721425,9.862304843
"SPSB2",6.214484987,5.740373534,5.705815908,5.164899104,6.228260637,5.553378451,6.482266532,5.352141091,5.70103652,5.169041047,5.236005916,6.57693646,6.079022007
"SQLE",6.413903283,8.983119723,10.48007501,7.488941929,6.922770932,7.336852529,8.086776553,8.811367895,6.885552784,6.5958831,7.348500342,9.057907806,7.084646829
"SRD5A1",9.38045763,9.182168465,9.174043574,7.765340245,9.330137275,8.932500085,8.731938407,8.845838979,9.036946223,8.728600097,9.259962456,8.366437466,9.299067708
"SRM",7.373517157,7.597523328,7.796969337,8.113609443,7.538238766,7.757221385,8.168897763,7.700758913,8.445802713,7.888077253,7.287093988,7.526103166,7.752204842
"SRPK1",8.295618172,8.153272602,8.51863913,8.095967835,8.007807859,8.059989544,7.843409331,8.183286356,8.139689278,8.077952927,8.299928763,8.030317511,7.836000296
"SRPK2",5.867861306,5.923116908,6.322158225,5.944649491,6.91754109,5.81342944,6.436417744,5.797729037,6.269702546,5.561500847,6.18461793,6.233747389,6.579852296
"SRSF9",10.98636934,11.12515124,10.95565395,11.17905841,10.90954813,10.86687548,10.76260555,10.61041214,10.97326186,10.64506245,10.86322254,10.868223,10.70871386
"SRXN1",7.087918795,7.474667135,8.266068854,8.027806487,7.971143722,7.286783583,7.702171819,7.802330584,7.35907739,8.099136666,7.209051022,6.84214548,7.563489074
"SSB",9.149750178,8.815310742,9.086320798,9.3433086,9.083279593,9.054181718,9.177991248,9.234852387,9.080069311,9.066539225,8.710560727,9.189969297,8.930523286
"SSNA1",7.30743321,7.552797555,7.376829307,7.204847197,7.596107072,7.194200208,8.045766345,7.831551961,7.749611842,7.670866388,7.502880318,7.694575229,7.632947027
"SSRP1",6.294057355,5.81849635,6.182408902,6.399409624,5.925925283,5.837483325,6.032381618,6.186008242,6.178848155,5.683941447,5.759636021,6.002424793,5.760107026
"ST3GAL3",7.03758925,7.037281174,6.900866414,6.480123869,6.907712919,6.884343668,7.204559852,6.897943276,6.853180905,6.325626259,7.458752831,7.091327296,7.309996564
"ST3GAL6",9.33373098,9.406610045,9.230626676,7.652763444,9.511411578,8.800274305,8.430500624,9.265917667,9.896499108,8.869332716,9.818915631,8.462076855,9.484668673
"STAG1",7.643601616,7.04166084,7.521339914,7.662027384,7.609715418,7.476345126,7.1389788,7.542945956,7.241298851,7.420201343,7.340193347,7.424816015,7.098338377
"STAM",7.52404214,6.750349218,6.908076088,7.451106409,7.073832054,7.372453853,6.667005709,6.931679934,6.479538399,7.234728527,7.07318149,7.115832886,6.794535701
"STAMBP",9.136162559,9.16826076,9.221283192,8.999281827,9.156279417,9.178978096,8.999843412,9.147167591,8.872830715,9.255593469,8.924933498,8.959503327,9.175190569
"STARD7",10.96074468,11.18805024,11.56424984,11.11534821,11.76971675,11.3322159,11.12087662,10.74730544,11.4242149,10.76975574,10.99743132,11.20144968,11.05245077
"STAU2",7.902837405,7.608604586,7.605325229,7.029480019,7.495117068,7.158152739,7.06319746,7.248615438,6.024573825,7.52040925,7.729200707,7.409235425,7.304796649
"STEAP3",10.95934411,10.96602895,10.7938986,9.86782577,11.06304521,11.55501213,10.93562786,11.59581419,11.61107862,11.3701911,11.03148316,11.21372457,10.57647001
"STIL",5.617356264,5.886885254,6.121327191,6.233747389,5.937023067,5.847104124,5.774917033,6.133659295,5.768276529,5.50783214,5.562306962,6.497617023,5.664828303
"STIP1",8.826378322,8.407194986,8.592445584,8.560016608,8.626842421,8.166144504,9.206626337,9.421403914,8.605572535,8.667903657,8.994470545,9.218329078,8.688442431
"STK24",10.70761426,10.7746901,10.44858643,11.74171511,10.71767364,10.62717455,10.28114767,10.60111605,10.97165458,11.18044051,10.46803941,10.74597314,10.48998154
"STK25",8.349231258,8.500992671,8.274325443,7.90472099,8.159681667,8.271470383,8.245149017,8.245149017,8.406695106,8.410261987,8.320755648,8.400953081,8.298592131
"STK3",8.977392306,8.576844847,8.902797675,8.696331491,8.46590915,8.482235447,8.622539859,9.063506878,8.631053529,8.309662235,8.985136266,9.009299498,8.503180521
"STK35",6.519353102,6.68839436,6.376401008,6.229952592,6.517854437,6.459289616,5.444506163,5.157349363,7.250003915,6.371483554,7.099266843,5.924376843,6.33525673
"STK39",6.716072518,5.230675409,5.953130285,7.383165777,6.746386204,6.4869917,5.660790542,6.121051895,5.488789833,6.011595016,5.813678333,7.069257344,6.252267584
"STMN1",6.568317138,6.047935851,6.387163382,6.549297239,6.417671082,6.322674936,6.077898471,6.584298727,5.759424963,6.34453588,6.098588075,7.820291749,6.143117983
"STOM",9.510799618,9.938661068,10.40579026,10.71664251,9.262736868,10.76496875,9.839216374,9.689689708,10.01727335,10.49610767,9.497239616,10.41470192,9.713335745
"STOML2",10.99880057,11.14859249,10.82232474,10.73298877,11.00288367,11.03580291,11.37981809,11.25853498,11.18044051,10.94935478,11.02579147,11.21524785,10.85168131
"STRBP",6.822447065,6.577238822,7.108160934,6.197587251,6.582800708,6.270465316,6.845958385,6.948703149,7.997534987,6.809215681,6.891478907,6.617913497,6.982984912
"STT3B",8.060771528,7.985597027,8.101085638,7.63857139,7.872317294,8.009361641,7.716862526,7.151569501,7.667212735,7.468399126,7.903262721,7.262761678,7.807897293
"SUCLG2",11.07706695,10.92930934,10.52084472,10.06140059,11.00413914,10.98357613,10.58384328,10.88498318,10.81175705,11.01617395,11.0512454,10.84785674,11.1351308
"SUN2",12.03291004,12.22895343,12.0950816,12.25605668,12.6100083,12.61960132,12.16544202,11.98141798,12.31163397,12.47852729,12.25605668,11.68258783,12.22449801
"SUN5",4.486481123,4.679847721,4.983194232,4.87976951,4.695837917,5.123620727,4.845056609,4.663920821,5.202609389,5.236405366,5.285110111,4.721083348,5.049397107
"SUOX",10.77838175,10.91357855,10.76373517,9.338556364,10.59059107,10.26018174,10.45732096,10.86059349,10.48211985,10.31503301,10.78526957,10.60006031,10.86456015
"SUPT16H",9.073635692,9.207643955,9.161746781,9.684684973,9.446743031,9.157316843,9.307250079,9.535871706,9.60398813,9.426455488,9.343920681,9.656611585,9.333189088
"SUPT4H1",8.921817729,8.529033529,8.696888089,8.895604595,8.669290999,8.778028749,8.786403766,8.786403766,8.795949219,8.557745536,9.053051893,8.483484731,8.769650606
"SUPV3L1",7.942021883,8.081918317,8.116407919,7.975105741,8.226399602,8.147003348,8.432126934,8.357967907,8.640644855,7.939825696,7.932938091,8.031540822,8.172500634
"SUV39H1",8.216630909,8.297635308,8.246035176,7.82959125,8.475255403,8.067343205,8.109248404,7.866131768,8.340159447,7.679572172,8.103460423,8.129313493,8.270166461
"SUV39H2",6.224237946,6.864372376,6.280491762,5.596979109,6.285880659,6.791471988,6.684299928,6.980944496,6.60214375,6.560963094,6.674236162,6.419957936,6.292609905
"SUZ12",10.15357694,9.948734669,10.03463387,10.16051475,10.31019862,10.22701602,10.22879373,10.30233788,9.841422328,10.38663026,10.1479597,10.41369053,9.756307156
"SVEP1",9.499355319,8.356674964,8.406348496,11.09748121,8.46418325,9.117605101,8.483484731,8.067343205,8.611415894,9.219566779,7.679572172,9.41656346,7.888445825
"SYT13",4.632523124,4.821756102,4.689340359,7.500693504,5.82199573,4.934722885,5.77674866,4.829628611,5.014819693,4.623715838,4.545403485,4.816741517,4.658079856
"TACC3",4.892597348,4.806975907,4.938479544,4.953489624,5.242779909,5.037537595,4.835487343,4.954472995,4.721841895,5.076344616,4.886253515,6.527906379,5.202728335
"TACSTD2",5.814207372,6.18519043,6.50606964,11.26170068,7.791027546,6.832496398,8.011818883,7.254086223,8.905371315,8.993428035,7.62755192,6.840154534,6.818634786
"TAF12",8.048991743,7.549360771,8.398724988,7.480709079,7.690640251,7.632568089,8.104296436,7.836365875,7.379914395,7.870385202,8.138075702,7.771128746,7.58163325
"TAF1A",5.214353184,5.323441743,5.360914911,5.375468877,5.190727055,5.323441743,4.953364008,4.694130101,4.815926498,4.889654564,4.902980852,5.235334574,4.838660673
"TAF2",7.151569501,7.069562491,7.028560463,7.606727306,7.317420478,7.75791362,6.748861419,6.631867722,7.001852276,7.041298879,7.355383507,6.763082381,6.978340341
"TAF4",7.866549835,7.641281744,7.84376745,7.391731682,7.609360151,7.753300879,7.551466715,7.671210199,7.742837586,7.649073327,7.886105531,7.323505985,7.276470895
"TAF5",6.050292106,5.930395014,5.66258205,5.650433908,5.598213557,5.28406706,4.922163321,6.223705288,5.415844351,5.749117788,6.533706535,5.873977577,6.207036433
"TAF6",8.060383804,8.363476497,8.145353519,6.702414751,7.854681107,7.519730008,8.110095178,8.376081547,8.380411001,8.115261944,8.447676441,7.779410275,8.34545371
"TALDO1",11.9353105,11.65894472,11.53418496,11.38474166,12.21980725,11.70940783,11.87411981,11.77169902,11.68442144,11.73174027,11.87186683,11.92407519,11.98392076
"TAPT1",7.70710692,7.336464841,7.631459991,6.432504095,7.897599366,7.468399126,7.502880318,7.793615423,7.499333484,7.550749085,8.172915214,7.219602052,8.111667222
"TARBP1",6.396174625,6.732665147,6.357333797,5.935533066,6.303549793,6.436718859,7.078804065,6.465489359,5.934479115,6.135332092,6.511863308,7.141599532,7.219002171
"TARDBP",5.757319397,5.381372461,5.884632987,5.808548283,5.986615163,5.836720419,6.266908868,5.268736741,6.003236381,5.421781133,5.016095641,6.139977706,6.155847409
"TATDN2",7.223725159,7.235421351,6.648346602,7.218347681,6.896330792,6.959383867,7.224386003,7.022979769,7.013254925,6.974891682,6.939351653,7.425862523,7.047227958
"TBC1D13",7.166343586,7.01387149,6.901469677,6.745131845,7.11947591,6.952061856,7.864687448,7.025604163,6.751595812,6.519353102,6.884343668,6.994464979,7.139297943
"TBC1D14",8.095117011,8.42049875,8.35127388,8.413625508,8.794983683,7.912837827,8.882001939,8.28576314,8.027806487,7.907014607,8.561828838,8.472579499,8.208423578
"TBCC",6.780938385,6.780285905,6.692128654,6.944286089,6.981541518,6.952384906,6.967691615,6.766896516,6.886451777,6.773893299,6.268519138,7.175819531,6.584010163
"TBL2",7.166981716,7.621386667,7.136574413,7.265487321,7.570866081,7.441123817,7.20276526,7.101177336,7.233687174,7.098012408,7.192846397,6.765634332,6.823623913
"TBX15",6.693063736,8.839835425,9.204856071,7.278920893,7.408420592,7.409648015,6.936610357,8.404910884,6.144706497,7.824677946,8.617152208,7.014896382,8.851197706
"TBXA2R",6.461921236,5.356795584,4.876110169,6.905525005,5.780642803,5.653302644,4.721017174,5.467133321,6.753342182,6.461592565,4.870087463,5.737824109,6.115233653
"TCEA2",9.30125656,9.436721693,9.179482896,8.538184082,10.20257689,9.432061925,9.217701103,9.612336615,10.06631232,8.85836474,10.55890196,9.18382213,10.40665505
"TCERG1",6.719543949,7.016825916,6.678256786,6.981541518,6.789048489,6.697472914,6.993400342,7.009047426,7.48633728,7.088977985,7.157515881,7.127626441,6.818299663
"TCF19",4.468540371,4.604341629,4.622354597,4.777604162,4.795032852,4.570848653,4.472647186,4.631714658,4.585826027,4.657090382,4.597503338,4.591108646,4.93302489
"TCF21",6.119129634,6.387720185,6.362760191,8.011818883,6.522276843,5.561918295,6.714873743,5.886663945,6.54348464,5.907725262,6.507010643,6.14212916,5.556475255
"TCF7",5.02719727,5.032334585,4.826041247,4.869248441,5.021992833,5.275874197,5.090567686,4.879471618,5.161473659,5.377851961,5.000659979,4.778121604,5.085849217
"TCF7L1",6.043633764,5.257875221,5.219568901,6.137807561,6.673971637,5.742404287,5.788166739,5.23000742,5.798982101,5.559274011,5.898458147,5.176611698,5.608370253
"TCF7L2",6.654343634,6.593734666,6.112743531,6.536289754,6.083030971,6.357023871,5.413720028,6.304371044,7.036610953,6.687266236,6.066199717,6.491122917,6.697813257
"TCFL5",7.155925142,7.165055187,6.907712919,6.409771161,7.545474589,6.436417744,6.786595644,6.587266992,5.768735606,6.681841241,6.642025851,6.664916937,6.724408061
"TCHP",6.008785613,5.363032214,5.530725354,5.618449222,5.296169482,5.044967913,6.040213816,5.506636115,4.79310655,5.207993516,5.174027134,5.739443239,5.360215847
"TCP1",7.698417163,7.733851007,7.539248432,7.461288097,7.452218121,7.164034761,7.486035658,7.373836172,7.354340022,7.1389788,7.602961479,7.35976835,7.559876267
"TCTN2",4.500459858,4.485747356,4.504658569,4.558958772,4.489256373,4.566182409,4.540739962,4.498088383,4.490836855,4.356149046,4.443548494,4.503099121,4.57663559
"TDRKH",5.151569828,5.124559414,5.170446291,4.81707229,4.886169033,5.107332676,5.063803474,5.14262219,4.684297438,4.589459276,5.228548174,5.43573568,5.014819693
"TERF1",7.921961477,7.781248959,8.234948872,7.654575406,7.813185181,7.322866734,7.384521039,7.339504314,7.281280145,7.675738616,7.831132713,7.524409301,7.889255992
"TERT",4.577284035,4.63850482,4.672078405,4.794005719,4.624264965,4.693749345,4.588076309,4.590926823,4.619722256,4.661581341,4.478275318,4.5654084,4.745353364
"TEX10",6.894297093,6.965884859,6.979681042,8.069593585,6.536594531,7.169637012,6.50942307,7.245523579,7.439452491,7.653116662,6.624340449,6.970196198,7.061849185
"TF",14.92968736,14.95567559,14.92968736,14.74381914,15.01797082,14.7939493,15.09185498,15.10558798,15.03238135,15.03238135,15.09185498,14.99278834,15.12138914
"TFPI2",5.122429748,5.275323354,4.768988247,6.284732308,5.680020496,5.340378313,5.107855386,5.226747913,5.519951261,5.40440775,5.16476536,5.423799553,5.05637533
"TGFA",5.592689859,5.553378451,5.811143234,6.845293133,5.828701344,5.863503484,5.985316839,6.203161044,5.779488462,6.598606585,6.063762347,5.942163001,5.808093046
"TGFB1",6.528520237,6.302999588,6.007255956,6.476637904,6.153596855,5.751986245,6.811905823,6.278102827,6.457426536,6.556333223,6.80821145,6.229699543,6.464319938
"TGFB2",4.732033399,4.520509419,4.601099473,5.620452135,4.57931638,4.585826027,4.520608201,4.590436546,4.439979786,4.540717399,4.51506969,4.648908304,4.503937139
"TGFB3",4.514273138,4.666057073,4.579540655,4.586781,4.936388212,4.678601541,4.824463367,4.641015478,4.67264721,4.774426674,4.718644564,4.629749292,4.834869567
"TGFBR1",5.133504714,4.760811212,4.704901712,4.660656449,4.931270257,4.54316753,5.048536201,4.657994526,4.598153048,4.529370529,4.624213265,5.279186868,4.92280925
"TGFBR2",10.76005515,10.39431123,10.20843747,11.16503444,10.67051445,10.69317013,10.18723796,10.14524005,9.876538238,10.67730477,10.18080984,10.65037581,10.30157933
"TGS1",6.712776809,6.474200364,6.686658435,6.557248274,6.436718859,6.594913218,5.938724013,6.83345653,6.788772042,6.529692322,6.228260637,6.598068675,6.524777125
"THEM4",5.616713271,4.987851949,4.814522795,4.850847563,5.663026549,5.564766393,5.38271011,4.70257723,5.26743309,5.487078317,5.419510335,5.14317339,4.891707156
"THOC2",7.910523739,7.635501926,7.804925435,8.048229791,8.026670207,7.889255992,8.824013704,8.661920134,8.1916613,8.220235261,8.013007611,8.401745988,7.819995441
"THOC5",8.236610796,7.915252268,8.042677323,8.250567162,8.190491576,7.80162548,8.417291449,8.042242294,8.178892274,8.055303099,8.01613704,8.166531446,7.917848412
"THOC6",7.197195066,7.596107072,7.095057232,7.83268736,7.272648331,7.528580427,7.374823333,8.041842756,7.998663249,7.981296758,7.528243702,7.926927583,7.658409444
"THRSP",11.11082584,11.59414803,10.85031994,6.452072156,11.85501105,10.79635458,11.75525569,11.62452628,10.2828424,10.42134448,11.19411152,10.22312729,12.1998039
"TIGD1",4.701386226,4.616163986,4.691719718,4.602758783,4.668821711,4.824403844,4.955462755,5.00730611,4.652220407,4.547889301,4.785322501,4.795707037,4.837707317
"TIGD2",8.534746552,8.162691263,8.371937982,7.413177373,8.523372356,7.755768446,8.546822028,8.057526556,7.503946107,7.84310738,8.632354825,7.988727861,8.129679226
"TIMELESS",7.909316367,8.354576572,7.921961477,6.884343668,8.074664675,7.718876365,8.003558799,7.913610952,7.91644615,8.069280503,7.782796519,7.936755456,7.835264718
"TIMM13",4.436144362,4.915835814,4.471324381,4.709811791,4.438587257,4.409896898,4.472958696,4.47017129,4.450806129,4.616233258,4.403906463,4.453953461,4.440719508
"TIMM17B",7.096743191,7.455270273,7.479664592,7.038862291,7.347794416,6.837746949,7.493035824,7.463017587,7.386624,7.526103166,7.377462205,6.815843937,7.510397412
"TIMM50",4.605634809,4.479404824,4.509253588,4.418604325,4.444324516,4.442544549,4.53847324,4.539992149,4.515832767,4.515646138,4.517956461,4.479348803,4.485470729
"TIMM9",7.056224692,7.234368199,6.689665621,7.459417329,7.200579829,7.176917727,7.616594213,6.937843489,7.534439237,6.956817193,7.009047426,6.95973779,6.987401527
"TINAGL1",5.421451884,6.043388855,4.876589727,5.524257156,4.930481048,5.627378561,4.798123713,4.728610275,5.390185563,4.848990073,4.539210223,4.952352515,4.900880863
"TIPIN",12.68680402,12.1998039,12.46987575,12.9944234,12.61286348,12.71446518,12.91303593,12.30380746,12.38884112,12.37271315,12.32516535,12.41886722,12.11977528
"TK1",5.473537941,6.384014041,5.967000621,6.067309853,7.187630499,5.992434422,5.408110794,6.431664961,6.201436577,5.741093797,5.296588368,6.85410158,6.209743889
"TKT",9.092391323,9.414680906,9.208835307,9.727649282,10.03874957,9.714419727,9.871334055,8.946114688,9.139447844,9.576013053,9.034848755,9.701057085,9.240234101
"TLCD1",4.775212149,5.491303589,6.11440846,5.074442355,5.836190876,5.141516716,6.546137492,6.05003686,5.847827737,5.210113287,4.854521578,6.166261261,5.580569416
